t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wbx,wby,wbz,Fx,Fy,Fz,Tx,Ty,Tz
1.55,4.96646799,5.00029994,5.0016591,-0.0087051763,0.000353418299,0.000816203811,0.989288002,-0.000466651563,0.145973867,-0.000813871098,-0.00108225864,0.00734425649,-0.00119158132,0.0156005996,0.000163396441,1.70087302,-0.000192795746,-0.0019550489,7.27820777e-05
1.56666667,4.96632704,5.00030588,5.00167248,-0.00845688505,0.000356018834,0.000803105379,0.989279432,-0.000477238407,0.14603185,-0.00082234966,-0.00111443746,0.00703304266,-0.00118956702,0.0142132688,-0.00070225393,1.70038556,-0.000165260518,-0.00182487863,0.000278514737
1.58333333,4.96618986,5.00031162,5.00168552,-0.00823067385,0.000344842116,0.000782248791,0.989271213,-0.000488094035,0.146087439,-0.000830495951,-0.00115191209,0.0067425131,-0.00115493463,0.0143838327,0.000489512906,1.70237461,0.000133000205,-0.00254929126,-6.65084578e-05
1.6,4.9660565,5.0003175,5.00169874,-0.00800174804,0.000352632956,0.000793048955,0.989263484,-0.000498759463,0.146139682,-0.000838705382,-0.00112786391,0.0063368261,-0.00115924303,0.0132790947,-5.1836749e-05,1.70065453,-1.67129813e-05,-0.00192622036,0.000156649223
1.61666667,4.96592666,5.00032337,5.00171168,-0.00779040468,0.000351807948,0.000776473089,0.989256126,-0.000509475037,0.146189397,-0.000846713794,-0.00113706554,0.00603022445,-0.00113637293,0.0123008428,0.000263275945,1.70123465,-0.000212551751,-0.00176086103,7.36742347e-05
1.63333333,4.96580008,5.0003293,5.0017245,-0.00759463069,0.000355998115,0.000769130085,0.989249107,-0.000520481794,0.146236802,-0.00085466794,-0.00117232847,0.00574990891,-0.00113514617,0.0132298554,8.820048e-05,1.7002005,-2.07570513e-05,-0.0019626123,3.95215855e-05
1.65,4.96567701,5.00033526,5.00173692,-0.007384071,0.000357401869,0.000745328209,0.989242467,-0.000531521225,0.146281631,-0.000862575612,-0.00117673491,0.00543753695,-0.00113032455,0.0111128018,-0.00101960362,1.70080231,0.000196607051,-0.00106654221,-9.40375077e-06
1.66666667,4.96555689,5.00034094,5.0017491,-0.00720720527,0.000341174374,0.000731104303,0.989236031,-0.000542299656,0.14632506,-0.000870458228,-0.00114603389,0.00526784232,-0.00112283668,0.0114985781,-0.000842856048,1.70166985,9.64203657e-05,-0.00114752907,-0.000194725618
1.68333333,4.96543982,5.0003464,5.00176128,-0.00702419971,0.000327759903,0.000730687783,0.989229816,-0.000552912467,0.146366984,-0.000878578438,-0.00112202973,0.00508527292,-0.00114820789,0.0112687293,-0.000985598829,1.70055408,-0.000395569477,-0.00101835865,-0.000240346557
1.7,4.96532574,5.00035161,5.00177316,-0.00684485232,0.000312073611,0.000712513252,0.989223796,-0.000563996422,0.146407571,-0.000887091519,-0.00117090391,0.0049231489,-0.00120318802,0.011882274,-0.000630328111,1.70163318,-0.000320433742,-0.000609941844,-0.000495712525
1.71666667,4.96521481,5.00035664,5.00178502,-0.00665574005,0.000302041627,0.000711513184,0.989217891,-0.00057540381,0.146447358,-0.000896317651,-0.00119667706,0.0048261013,-0.00129355621,0.0108538772,-0.000847354761,1.70199258,-1.28310275e-05,-0.000887622024,-0.000599711179
1.73333333,4.96510676,5.00036145,5.00179695,-0.00648299523,0.000288555557,0.000716233114,0.989212157,-0.000586710493,0.14648598,-0.000906333766,-0.00117070286,0.00468496262,-0.00138562449,0.0102319431,-2.52627603e-05,1.70219399,0.000366016918,-0.00103472626,-0.000625365101
1.75,4.96500143,5.00036625,5.00180902,-0.0063201488,0.000288153488,0.000724158577,0.989206622,-0.000597414226,0.146523246,-0.000917100043,-0.00108578116,0.00452051761,-0.00146414777,0.0102336683,-0.00106101135,1.70021433,0.000535459161,-0.0012249448,-0.000622621734
1.76666667,4.96489881,5.00037077,5.0018207,-0.00615727491,0.000271266968,0.000700576763,0.989201322,-0.000607292962,0.146558905,-0.000928580096,-0.000975106286,0.00432584551,-0.00153445993,0.00952492078,-0.000823850327,1.70092425,0.000466708501,-0.000893478022,-0.000330685942
1.78333333,4.96479871,5.00037507,5.00183217,-0.00600568109,0.000258154983,0.000688293589,0.989196195,-0.000616494011,0.146593393,-0.000940403999,-0.000888471619,0.00418384522,-0.00156342393,0.0104456147,-0.00140375971,1.70178081,0.000327623459,-0.00134425121,-0.000674763852
1.8,4.96470139,5.00037901,5.00184367,-0.00583943397,0.000235813453,0.000689643114,0.989191328,-0.000625132362,0.146626118,-0.000953050566,-0.000806987546,0.00397014971,-0.00165127968,0.010098999,-0.000144149883,1.70065029,1.38835978e-05,-0.00131970039,-0.000499954292
1.81666667,4.96460674,5.0003829,5.00185488,-0.0056787034,0.000233519236,0.000672999787,0.989186715,-0.000633653604,0.146657112,-0.000966351444,-0.000781356558,0.00376023782,-0.0017269885,0.0101748505,0.000464814229,1.70075839,0.000328913706,-0.00100543704,-0.000708912451
1.83333333,4.9645148,5.00038691,5.00186585,-0.00551676563,0.000240916985,0.000658076894,0.989182295,-0.000641604147,0.146686787,-0.000980519246,-0.000698188838,0.00360048175,-0.00181992862,0.0102844388,0.000357735672,1.70172562,0.000714564027,-0.000695819562,0.000109369754
1.85,4.96442558,5.00039102,5.00187683,-0.0053530837,0.000246610525,0.00065854806,0.989178011,-0.000648637595,0.14671555,-0.000994405134,-0.00059417251,0.00348991103,-0.00177037616,0.00926037061,0.000122715941,1.70223517,4.01694318e-05,-0.000536773301,-7.99719784e-05
1.86666667,4.96433882,5.00039517,5.00188794,-0.00520570033,0.00024856361,0.000667128931,0.98917383,-0.000655602073,0.146743609,-0.00100838858,-0.000584175926,0.00340451255,-0.00178078518,0.00824453003,-0.000667474616,1.70220542,0.000541896537,-0.000455719101,-0.000173849773
1.88333333,4.96425424,5.00039913,5.0018992,-0.00507448456,0.000237940421,0.00067523632,0.989169737,-0.000661821174,0.146771071,-0.00102249504,-0.000493453746,0.00333218235,-0.00178229714,0.00825222102,-0.000138069005,1.70063821,0.000529706403,-0.000216219123,-0.000272819231
1.9,4.96417186,5.00040306,5.00191017,-0.00494314638,0.000235742985,0.00065840071,0.989165685,-0.000667291937,0.14679825,-0.0010368565,-0.000400096748,0.00329799415,-0.00179940237,0.00649677923,-0.000603550402,1.70186127,9.99243645e-05,0.000125839425,-0.000483920235
1.91666667,4.96409119,5.00040683,5.00192119,-0.00483974693,0.000226137182,0.000661030711,0.989161608,-0.000672537562,0.146825595,-0.00105183325,-0.000362556555,0.00331817668,-0.00186846217,0.00730905402,0.000396169157,1.70088494,0.000339860117,-0.000120452878,-0.00026960914
1.93333333,4.96401247,5.0004107,5.00193199,-0.00472341972,0.00023244241,0.000648121881,0.989157552,-0.000677284648,0.146852782,-0.00106709763,-0.000298290882,0.00329917829,-0.00189382964,0.00793037773,-5.32021007e-05,1.70200219,0.00036541131,-0.000408813817,5.48113854e-05
1.95,4.96393585,5.00041456,5.00194287,-0.00459720384,0.000231595672,0.000652994742,0.989153576,-0.000681562443,0.146879433,-0.00108221929,-0.000245026447,0.00323421054,-0.00186865327,0.0082710668,-0.000129239964,1.70160596,0.000453624253,-0.000428492235,-0.000274414334
1.96666667,4.96386142,5.00041839,5.00195373,-0.00446556572,0.000229538754,0.000651561416,0.989149682,-0.000685191053,0.146905523,-0.00109761299,-0.000163094967,0.00316622699,-0.00188953502,0.00854036039,0.00103361908,1.70092082,0.000178087424,-0.000199215539,-0.000464151624
1.98333333,4.96378926,5.00042249,5.00196439,-0.00432964166,0.000245989313,0.000639223742,0.989145825,-0.000688495305,0.146931352,-0.00111358108,-0.000114430881,0.00313470076,-0.00195201392,0.00778373725,0.000580472895,1.7004593,0.000359626273,-0.000609249057,-0.000183133499
2,4.96371917,5.00042674,5.00197471,-0.00420575964,0.000255227826,0.000619540646,0.989142087,-0.000691291176,0.146956382,-0.0011297199,-5.0960734e-05,0.00303789984,-0.00196336521,0.00704365114,-0.00029222753,1.70086114,0.000328664216,0.00020169285,0.000223496906
2.01666667,4.96365094,5.00043092,5.00198482,-0.00409365645,0.00025057688,0.000606253044,0.989138308,-0.000693699738,0.146981677,-0.00114550127,-1.13310182e-05,0.00307004596,-0.00191409045,0.00677375704,0.000451960697,1.70181792,0.00021445645,0.000455831056,9.87212924e-05
2.03333333,4.96358451,5.00043521,5.00199495,-0.00398584876,0.000257770058,0.000608193094,0.989134441,-0.000695846894,0.14700757,-0.0011611109,1.65782053e-05,0.003142637,-0.00188905765,0.00710903181,0.000326616364,1.70120288,0.00023246718,-0.000263989478,-5.99124113e-05
2.05,4.96351996,5.0004396,5.00200496,-0.003872705,0.000262968319,0.000600344455,0.989130624,-0.000697676993,0.147033117,-0.00117675405,5.48554153e-05,0.00310071572,-0.00188746443,0.00604552109,8.39551515e-05,1.70108636,0.000290314418,1.18044361e-06,-2.65422758e-05
2.06666667,4.96345702,5.000444,5.0020148,-0.00377648754,0.000264304506,0.00059064134,0.989126806,-0.000699121061,0.147058666,-0.0011923754,0.000100290725,0.00310100897,-0.0018780662,0.00633030643,0.000779635957,1.70173757,0.000277662809,-0.00019235402,0.000169472303
2.08333333,4.96339576,5.00044861,5.00202466,-0.00367573759,0.000276712798,0.000591302639,0.989123025,-0.000700233621,0.147083962,-0.00120772045,0.000134802392,0.00307044338,-0.00183943589,0.00627254002,0.000299889931,1.70151185,0.00015648244,8.45361637e-05,0.000326463047
2.1,4.96333616,5.00045331,5.00203446,-0.00357590701,0.000281485695,0.000588371498,0.989119228,-0.000701204717,0.14710937,-0.00122260662,0.000143476683,0.00308386161,-0.00178246538,0.00540916582,0.000604464018,1.70058351,8.23494356e-05,-0.000129439595,-5.424705e-05
2.11666667,4.963278,5.00045816,5.00204398,-0.00348981747,0.000291106038,0.000570665333,0.989115455,-0.000702056987,0.147134608,-0.001237548,0.000158582306,0.00306330482,-0.00178693234,0.005488246,0.000211692494,1.70039111,-0.000145487395,6.66001972e-05,-0.000142824626
2.13333333,4.96322129,5.00046307,5.00205314,-0.00340246932,0.000294475229,0.000549897094,0.989111667,-0.000703072353,0.147159932,-0.00125270508,0.000143018005,0.00307389247,-0.0018154082,0.00545516654,0.00116921137,1.70018835,0.000204303624,9.55919227e-05,-0.000215940574
2.15,4.96316603,5.00046828,5.00206191,-0.00331564765,0.000313083806,0.00052590169,0.98910786,-0.000703777715,0.147185383,-0.00126810547,0.000184089641,0.00308924066,-0.00183880613,0.00582925696,0.000999329267,1.70182536,-3.77643746e-06,-0.000198190809,-0.00025100154
2.16666667,4.96311231,5.00047377,5.0020707,-0.00322287214,0.000328988625,0.000527960212,0.989104091,-0.000704438699,0.147210574,-0.00128383606,0.000195231714,0.00305776689,-0.00187723053,0.00607364407,0.000585894076,1.70152816,0.000138278566,-0.000377805298,4.46767782e-05
2.18333333,4.96306021,5.00047941,5.00207946,-0.00312620709,0.000338313419,0.00052528859,0.989100394,-0.000704926362,0.147235269,-0.00129948139,0.000214380017,0.0029976763,-0.00186408028,0.00540396185,0.000147422286,1.70144526,0.000525534422,-0.000257555642,0.000177379245
2.2,4.96300954,5.00048508,5.00208815,-0.00304020037,0.000340659718,0.000521297614,0.989096748,-0.000704758805,0.147259627,-0.00131479165,0.000286286152,0.00295683271,-0.00181275336,0.00439930519,-0.000348129075,1.70169307,0.000397863044,-3.81271785e-05,0.000168667129
2.21666667,4.96296004,5.00049067,5.00209684,-0.00297018325,0.000335119071,0.00052125073,0.989093109,-0.000704102194,0.147283935,-0.00132980297,0.000339058642,0.00295086834,-0.00176863326,0.00427517396,-1.32367619e-05,1.70023138,0.00040283912,-1.45190278e-05,-0.000199545657
2.23333333,4.96291167,5.00049625,5.00210513,-0.00290214174,0.000334908402,0.000497940205,0.989089472,-0.000702878122,0.147308225,-0.00134499738,0.000409650216,0.00294876961,-0.00178033636,0.00458154369,-0.000343746351,1.70124367,0.000384329869,0.000105583549,4.38670888e-05
2.25,4.96286452,5.00050174,5.00211331,-0.00282922421,0.000329437509,0.000490740887,0.989085814,-0.000701158637,0.147332654,-0.00136005906,0.000466080689,0.00296571128,-0.0017558164,0.00448954439,0.00036220895,1.70185753,0.000167680401,-4.93157177e-05,0.000134511509
2.26666667,4.96281855,5.00050733,5.00212154,-0.00275777089,0.000335202243,0.000493311371,0.989082165,-0.000699245381,0.147357018,-0.00137491157,0.000485392547,0.00295789049,-0.00172756739,0.00426757165,0.000409464205,1.70162586,0.000295915016,-5.48193254e-05,-3.64627603e-05
2.28333333,4.96277372,5.00051302,5.00212974,-0.00268985038,0.000341719068,0.000492194695,0.989078527,-0.000696936713,0.147381311,-0.00138975412,0.000532160534,0.00294929453,-0.00171939862,0.00419770465,0.000109167324,1.70147743,0.000299585033,5.53515717e-06,-3.05698917e-05
2.3,4.96273,5.00051875,5.00213788,-0.00262304184,0.00034345652,0.000488715656,0.989074886,-0.000694229083,0.147405612,-0.00140457821,0.00057918528,0.00295030546,-0.00171015074,0.00400137231,0.000171357212,1.70179731,0.000324241474,-9.90797528e-05,2.03555745e-05
2.31666667,4.96268735,5.00052452,5.00214606,-0.00255935802,0.000346183755,0.000490327786,0.989071265,-0.000691099906,0.147429783,-0.00141931229,0.000627649521,0.00293466353,-0.00169201945,0.003974271,0.000250037645,1.70097218,0.00044217237,-2.61414823e-06,-2.74195826e-05
2.33333333,4.96264575,5.00053035,5.00215404,-0.00249610553,0.000350163228,0.000478807512,0.989067643,-0.000687385322,0.147453952,-0.00143399589,0.000696237863,0.00293443851,-0.00167567031,0.00376702602,-0.000167966396,1.70217572,0.000324413814,-3.61986132e-05,-2.67564258e-05
2.35,4.96260514,5.00053614,5.00216214,-0.00243615145,0.000347489959,0.000486442159,0.989064029,-0.000683239872,0.147478073,-0.00144865117,0.000746884088,0.00292882094,-0.00166468861,0.00355660795,0.000249758978,1.70184002,0.000284461346,-0.000115811157,1.8365451e-05
2.36666667,4.96256548,5.000542,5.00217029,-0.00237954628,0.000351464997,0.000488733962,0.989060436,-0.00067872464,0.147502043,-0.00146322682,0.000789391778,0.00291050453,-0.00164870211,0.00380210143,0.000464262555,1.70216427,0.000442670078,-0.000155527165,0.000259311606
2.38333333,4.96252683,5.00054798,5.00217856,-0.00231903395,0.000358853965,0.000496186444,0.989056873,-0.000673679147,0.14752581,-0.00147737586,0.000844813772,0.00288586833,-0.00158869308,0.00425178844,0.000612550281,1.70265608,0.000685400298,-0.000590052118,2.14064872e-05
2.4,4.96248931,5.00055413,5.00218708,-0.00225136464,0.000368603006,0.000511466301,0.989053427,-0.000667737593,0.147548803,-0.00149136323,0.000948448817,0.0027922502,-0.00155368497,0.00422958389,-0.000441475163,1.70169572,0.000125791779,-0.000149683227,9.53945346e-06
2.41666667,4.96245291,5.00056015,5.00219561,-0.00218404872,0.00036157671,0.000511461515,0.989050008,-0.0006616326,0.147571601,-0.0015053136,0.000967229246,0.00276847995,-0.00154641048,0.00428405022,-0.000330978255,1.70176404,-0.000106737188,-0.000345696929,-2.18200035e-05
2.43333333,4.96241765,5.00056609,5.00220415,-0.00211586594,0.000356309028,0.000512544101,0.989046657,-0.00065566266,0.147593944,-0.00151931379,0.000952169774,0.00271341969,-0.0015547385,0.00363198593,-0.000840944263,1.70304765,0.000167668547,-0.000453689359,0.000132717448
2.45,4.96238335,5.00057181,5.00221305,-0.00205806109,0.000342924984,0.000534055933,0.989043394,-0.000649497843,0.147615693,-0.00153310745,0.000971756479,0.00264125135,-0.00152680647,0.00304526736,-0.000322495737,1.70194937,0.000232315671,-0.000329600129,0.000107899014
2.46666667,4.96234985,5.00057744,5.00222202,-0.00200959416,0.000337792305,0.000538088063,0.989040195,-0.000643048737,0.14763701,-0.00154671438,0.00100227395,0.00258886935,-0.00149962946,0.00202911676,-0.000415101523,1.70262319,0.000438800913,-0.000418556466,0.000238601785
2.48333333,4.9623169,5.00058296,5.00223123,-0.00197729976,0.000331185759,0.000552844497,0.989037079,-0.000636069894,0.147657778,-0.00155992276,0.001058193,0.00252238916,-0.00144296931,0.00222925243,-0.000872840597,1.70142795,0.000407412222,-0.00048710371,-3.4609847e-07
2.5,4.96228453,5.00058824,5.00224038,-0.00194182011,0.000317294069,0.000548578037,0.989034057,-0.000628555552,0.147677908,-0.00157305221,0.00112047676,0.00244505262,-0.00142414486,0.00321322589,-0.000789184253,1.70240379,-6.72691185e-05,-0.000684286921,-2.02492734e-05
2.51666667,4.96225302,5.00059332,5.00224971,-0.00189068003,0.000304733812,0.00055984261,0.989031169,-0.000621124055,0.14769714,-0.00158622197,0.00111153809,0.00233611978,-0.00143043936,0.00235748085,5.84793217e-05,1.70211928,-0.000183039293,-0.000267189358,-0.000272233828
2.53333333,4.96222214,5.00059842,5.00225915,-0.00185315955,0.000305664539,0.000566579023,0.989028332,-0.000613878769,0.147716021,-0.0015997849,0.00109647702,0.002293583,-0.00148041966,0.00253495241,-0.000885649132,1.70175226,-0.000109486355,-0.000281160568,-0.000589263151
2.55,4.96219192,5.00060328,5.00226861,-0.00181281453,0.000291568995,0.000567474145,0.989025548,-0.000606661058,0.147734534,-0.00161414248,0.00110736464,0.00224894139,-0.00157523572,0.00279093932,-0.0004222941,1.70183252,-0.000133121368,-0.000160544384,-0.00021085823
2.56666667,4.96216245,5.00060802,5.0022781,-0.00176839535,0.000284847976,0.000569646675,0.989022794,-0.000599576308,0.147752836,-0.00162880285,0.00109699562,0.00222338254,-0.00161353983,0.00235397059,-0.000690902592,1.70133518,-3.67396097e-05,-0.000127202131,4.87150464e-05
2.58333333,4.9621336,5.00061259,5.0022875,-0.00173093075,0.00027385192,0.00056390377,0.989020065,-0.000592549021,0.14777097,-0.00164340663,0.00108920651,0.00220310708,-0.00160784833,0.00274332374,-9.94869015e-05,1.70140932,-0.000269463807,-0.00029993572,-0.000240970783
2.6,4.96210548,5.00061713,5.00229682,-0.0016872694,0.000272268537,0.000559340768,0.989017393,-0.000585827317,0.147788711,-0.00165837954,0.00105956675,0.0021553028,-0.00165709352,0.00268368864,-0.000609593019,1.70233237,-8.22726545e-07,-0.000168729329,1.45750145e-05
2.61666667,4.96207807,5.0006215,5.00230631,-0.00164455716,0.000262566562,0.000569468533,0.989014754,-0.000579109177,0.147806231,-0.00167333362,0.00105885616,0.00212844462,-0.0016549314,0.00275217282,-0.000517236284,1.70218833,9.35611606e-05,5.49917239e-05,9.05775107e-05
2.63333333,4.96205139,5.00062574,5.00231594,-0.00160075497,0.000254334491,0.000577303862,0.989012103,-0.000572286189,0.147823823,-0.0016881505,0.00106885104,0.00213721987,-0.00163678618,0.00268964468,-0.00076420782,1.70132008,-0.000129343248,-1.6826454e-05,0.000101071752
2.65,4.96202542,5.00062978,5.00232546,-0.00155794795,0.000242171746,0.000571320544,0.989009456,-0.000565652641,0.147841392,-0.00170286018,0.00104447108,0.00213445038,-0.00162742409,0.00277455311,-0.0004229901,1.70230263,-1.51611527e-06,0.00014351613,9.22703497e-06
2.66666667,4.9620002,5.0006337,5.00233514,-0.00151378956,0.00023543965,0.000580975002,0.989006779,-0.000559023215,0.147859149,-0.00171755794,0.00104373014,0.00215728838,-0.00162607627,0.00253880481,-0.000687055082,1.70256679,-0.000147511323,-7.24211306e-05,-0.000152005867
2.68333333,4.96197564,5.00063744,5.00234505,-0.00147338323,0.000224504828,0.000594833734,0.989004116,-0.000552557306,0.147876811,-0.00173248407,0.00102839618,0.00214572543,-0.00165608417,0.00253253304,-0.000442734291,1.70160538,1.39223815e-05,-6.80496762e-05,-0.000139852405
2.7,4.96195175,5.00064107,5.00235494,-0.00143307672,0.000217458493,0.000593391102,0.989001466,-0.00054604555,0.147894384,-0.00174759097,0.00103706447,0.00213493802,-0.00167672705,0.00239385774,-0.000516889799,1.70108465,-5.65527696e-05,-0.000316875319,-1.03857316e-05
2.71666667,4.9619285,5.00064456,5.00236467,-0.00139497729,0.000209231937,0.000583660881,0.988998877,-0.000539605202,0.147911541,-0.00176272281,0.00102912363,0.00208447907,-0.00168096911,0.00323878089,-0.000428479673,1.7026707,0.000338941653,0.00034534609,7.33475886e-05
2.73333333,4.96190611,5.00064793,5.00237466,-0.00134343049,0.000202412471,0.00059917337,0.98899622,-0.00053273546,0.147929151,-0.0017776917,0.00107709144,0.00213960316,-0.00165399377,0.00240419295,-0.000262346529,1.70174318,-1.5554849e-05,-0.00017011408,-0.000288839533
2.75,4.96188436,5.00065123,5.00238466,-0.00130516657,0.000198237096,0.000599923921,0.988993595,-0.000525829051,0.147946539,-0.00179304263,0.00108827457,0.00211259315,-0.00169869071,0.00255115685,-0.000654462513,1.70164083,0.000301256388,0.000180849982,-6.10157727e-05
2.76666667,4.96186329,5.00065436,5.00239464,-0.00126456365,0.000187821002,0.00059904551,0.988990934,-0.000518515943,0.147964164,-0.00180841435,0.00113685699,0.00214155396,-0.00169393093,0.001656248,0.000378219754,1.70263586,3.86621441e-05,-1.29554871e-05,-0.000112843787
2.78333333,4.96184265,5.00065759,5.00240487,-0.00123820364,0.000193840556,0.000614003449,0.988988274,-0.000511129946,0.147981773,-0.00182392651,0.0011480047,0.00213954114,-0.00170930429,0.00269924342,-0.000628374973,1.70216808,6.50255052e-05,-0.000209288677,-0.000223761638
2.8,4.96182273,5.00066066,5.00241523,-0.00119524385,0.000183839658,0.000621516558,0.988985655,-0.000503614232,0.147999107,-0.00183971956,0.00116844966,0.00210632305,-0.00174034374,0.00227708735,-0.00139153552,1.70114789,-8.9034717e-05,-0.000376942486,-5.15835331e-05
2.81666667,4.96180341,5.00066335,5.00242545,-0.00115900288,0.000161692682,0.000612792762,0.988983109,-0.000496204258,0.148015946,-0.00185559799,0.00115753076,0.00204629443,-0.00175236917,0.0020719872,-0.000635865394,1.70234051,0.000356882228,9.47339221e-06,-0.000118233226
2.83333333,4.96178464,5.00066588,5.00243583,-0.00112602618,0.00015157257,0.000623050198,0.988980561,-0.000488302981,0.148032799,-0.00187156144,0.00121734451,0.00204803109,-0.00175373204,0.00179869264,-0.000389759086,1.70168985,0.000143734538,-0.000286582159,-0.000134538161
2.85,4.96176635,5.0006683,5.00244621,-0.00109739909,0.000145369361,0.000622952009,0.988978067,-0.000480186045,0.148049276,-0.00188767332,0.00124566284,0.00200253438,-0.00176752654,0.00175147918,-5.20293999e-05,1.70156158,0.000293303593,-2.44049033e-05,-9.26547735e-05
2.86666667,4.96174853,5.00067071,5.00245656,-0.00106952344,0.000144541288,0.000620812284,0.988975578,-0.000471666136,0.148065722,-0.00190384916,0.00129463018,0.00199884016,-0.00176795825,0.00147848721,-4.96419734e-05,1.70194708,8.94845221e-05,2.45586311e-06,0.00016821909
2.88333333,4.9617311,5.00067311,5.00246697,-0.00104599258,0.000143751211,0.000624807981,0.988973089,-0.000463061894,0.148082171,-0.00191978678,0.00130040515,0.00199924259,-0.00173818812,0.00162163345,-0.000596218635,1.70170008,7.50464507e-05,-0.000291279732,-0.000133719153
2.9,4.96171409,5.00067534,5.00247739,-0.00102018348,0.000134262097,0.000624872574,0.988970656,-0.000454332211,0.148098239,-0.00193588523,0.00131824109,0.00195295965,-0.00175505451,0.00183457894,-0.000763428174,1.70175359,0.000231271302,-0.000210102367,0.000302105469
2.91666667,4.96169758,5.00067738,5.00248782,-0.000990985253,0.00012211176,0.000625788863,0.988968264,-0.000445357978,0.148114031,-0.00195154211,0.00133948227,0.00191958629,-0.00169831077,0.000343025117,-0.000223879408,1.70174059,0.000317130023,-5.53776069e-05,0.00019916851
2.93333333,4.96168115,5.00067936,5.00249826,-0.000985525839,0.000118548609,0.000626498149,0.988965883,-0.00043600676,0.148129751,-0.0019668755,0.00137848897,0.00191091466,-0.00165321898,0.000551262375,-0.000604148357,1.70204956,0.000232262039,-0.0002026601,8.49995761e-05
2.95,4.96166487,5.00068117,5.00250879,-0.000976752226,0.000108933289,0.000632124933,0.988963542,-0.000426367064,0.148145205,-0.00198205187,0.00140999816,0.00187878005,-0.00162946294,0.000938843938,8.27432309e-06,1.70145374,0.000289735718,-0.000231134212,-0.000136756821
2.96666667,4.96164884,5.00068299,5.00251927,-0.00096181006,0.000109064979,0.000628268943,0.988961246,-0.000416319857,0.148160358,-0.00199735082,0.00146061316,0.00184220029,-0.00163677041,0.00067141092,0.000533550112,1.70161981,0.000236811991,-0.000372181264,3.57156693e-06
2.98333333,4.96163299,5.00068495,5.00252972,-0.000951124224,0.000117556693,0.000627056034,0.988959022,-0.000405961751,0.148175022,-0.00201259876,0.00149672271,0.00178310974,-0.0016251956,0.00107431426,0.000456064424,1.70135766,-8.62096982e-06,-0.000536152179,0.000365089394
3,4.96161742,5.00068703,5.00254008,-0.000934025981,0.000124815184,0.000621670839,0.988956904,-0.00039568527,0.148188983,-0.00202736982,0.00147873141,0.00169769258,-0.00157006111,0.000812776788,-0.000190581638,1.70102841,2.85817139e-05,5.14937159e-05,-0.00011646389
3.01666667,4.96160207,5.00068906,5.00255026,-0.000921090237,0.000121781983,0.000611045525,0.988954775,-0.000385348549,0.148203012,-0.00204228798,0.00148847959,0.00170593134,-0.00158644801,0.000849474132,-0.000164037945,1.70107066,5.90385148e-06,8.68486456e-05,7.14155967e-05
3.03333333,4.96158694,5.00069104,5.00256028,-0.000907570436,0.000119171238,0.00060109266,0.988952629,-0.000375018355,0.148217155,-0.00205711127,0.00148598876,0.00171974176,-0.00157530356,0.000450494003,-0.000120043018,1.70118922,0.000146300798,-0.000239935535,0.000163570259
3.05,4.96157194,5.000693,5.00257016,-0.000900400602,0.000117260694,0.00059302666,0.98895053,-0.000364527768,0.148230983,-0.00207169137,0.00150077785,0.00168161213,-0.00154359328,0.00149137549,3.44966705e-05,1.70143391,8.79149945e-05,-7.26776372e-05,8.86799303e-05
3.06666667,4.96155733,5.00069496,5.00257998,-0.000876664623,0.000117809725,0.000588855013,0.988948445,-0.000353939103,0.148244715,-0.00208613791,0.00151006563,0.00167008221,-0.00152599859,0.00191829346,-0.000501824601,1.70086034,-0.000247695227,-6.75188114e-05,-4.77458656e-05
3.08333333,4.96154322,5.00069679,5.00258957,-0.000846134035,0.000109822939,0.000575554788,0.988946373,-0.000343665748,0.148258359,-0.0021006958,0.00147465034,0.00165918785,-0.00154482352,0.00112244307,-0.000213554833,1.70034989,0.000399714022,-4.702241e-05,0.000255249321
3.1,4.96152942,5.00069857,5.00259881,-0.000828269799,0.000106424108,0.000554130376,0.98894431,-0.000332918176,0.148271942,-0.00211484032,0.00152358891,0.00165190899,-0.00148733072,0.00226772943,-0.000394241329,1.70072912,0.000227771556,-0.000168157404,0.000213133841
3.11666667,4.96151622,5.00070023,5.00260779,-0.000792177764,0.000100149562,0.000538741636,0.98894228,-0.000321913293,0.148285304,-0.00212866058,0.00154841233,0.0016252506,-0.00144427055,0.00194632466,-0.00010830571,1.70116575,-0.000110356832,0.00039660523,0.000280936351
3.13333333,4.96150353,5.00070188,5.00261662,-0.000761201045,9.84258233e-05,0.000530302154,0.988940173,-0.000311109529,0.148299187,-0.00214213388,0.00151823558,0.00168824273,-0.00140667547,0.00133912575,-0.000957035473,1.70039208,0.000148379739,-0.000131340879,0.000378482948
3.15,4.9614912,5.00070326,5.00262512,-0.000739888196,8.31941307e-05,0.000509549236,0.988938092,-0.000300185216,0.148312897,-0.00215508162,0.00152323385,0.00166736191,-0.00134216035,0.000431946862,-0.00102862926,1.69999341,-0.000346925977,0.000195733809,0.000268336817
3.16666667,4.96147898,5.00070438,5.00263316,-0.000733013549,6.68229876e-05,0.000482451346,0.988935973,-0.00028976928,0.148326863,-0.00216774558,0.00145778507,0.00169823053,-0.00131753056,0.00103373408,-0.00122866792,1.70036546,-0.000435659212,1.42174261e-05,0.000762206916
