x,y,z,ux,uy,uz
8.31792892,8.94730799,4.16873751,0.00356362388,0.0044780504,1.00324535
6.37539949,2.38495822,5.54470627,0.00739841908,-0.013685599,1.01249397
4.01087892,4.88810331,6.81025682,0.0504600555,0.00549164042,0.776762664
1.25462872,4.90961634,6.3922068,-0.00679030642,-0.000271685421,1.00962365
1.29757767,8.75046437,8.58840487,-0.000948298723,0.00113410503,1.00657821
2.72077884,1.44506924,3.89723554,-0.00460407883,-0.00726516917,1.00241792
7.26907356,8.15167075,3.24437304,0.00560607389,0.0077906698,1.00044179
3.52603168,3.57199778,3.13823332,-0.0164900571,-0.0160511546,0.986758649
6.16182304,6.898112,7.43168906,-0.00150587782,-0.00362217613,0.99815923
7.46594047,1.19954564,8.05522025,0.00139336661,-0.00159438327,1.00755179
2.48234781,2.38706072,4.35336249,-0.00862754881,-0.00914066657,1.00374794
2.28703555,7.2459496,8.44180658,-0.00090431422,0.000748347491,1.00842154
5.62034877,6.77851797,8.87811829,-0.00402767584,-0.0113271363,0.953808665
1.0915746,1.5007884,4.60473121,-0.00395366177,-0.00362276286,1.00378358
1.99181826,2.24890909,7.06429835,-0.00302256271,-0.00272909552,1.00863373
6.19340912,6.22536297,6.80090186,-0.00926887989,-0.0103188455,0.970902443
8.227413,1.8437156,7.10296249,0.00288288668,-0.00237999111,1.00766873
1.32832439,1.12403305,6.28800395,-0.00264343619,-0.00281569734,1.00584102
2.21035796,2.0271027,7.17417419,-0.00263962895,-0.00278141722,1.00871325
4.78950275,4.27109039,3.80365745,-0.0241118222,-0.083429724,0.893818796
6.26421156,1.51692947,5.78949969,0.0032909289,-0.00856361911,1.00890994
8.34794077,7.68974034,3.62486018,0.00658535957,0.00521277264,1.0018959
5.69966013,8.09421628,6.85314731,0.00113375485,0.00535770506,1.01208603
6.92689167,6.56304155,4.68154879,0.0234836116,0.01901328,1.00754774
5.23248486,2.50091458,5.20395759,0.00246088579,-0.0250695236,1.01411128
6.78916739,1.61396869,7.81846908,0.00138948485,-0.0020170249,1.00910223
8.59719893,6.40134126,8.39673958,0.00155220553,0.000629153103,1.00822794
6.98932162,8.33480454,3.31085921,0.00484398752,0.00834840164,1.00059533
4.88727982,1.19388017,6.66157327,-7.02440739e-05,-0.00564454868,1.00963759
8.6932551,7.23275769,8.95679979,0.000846467912,0.000756401569,1.0074389
5.96824915,3.79807561,5.16067399,0.0379738212,-0.0468092449,1.02636814
1.20724508,5.75131907,7.40711934,-0.00333930925,0.000660745427,1.00907433
6.09348946,2.333346,7.24641588,0.00138793141,-0.00284334086,1.01159716
3.0052822,2.3913513,7.97134548,-0.000881291926,-0.00120736659,1.00915909
1.71920918,6.05665118,8.3793223,-0.000961720943,0.000372530892,1.0083735
6.98502791,1.22998889,5.22681907,0.00403508916,-0.00705045834,1.00610411
5.33353101,2.99395718,8.57626525,-0.00169561431,0.00994917937,0.970536172
2.82262849,1.21999026,7.37715482,-0.00162243098,-0.00273603946,1.00804961
5.20450329,8.71049839,4.30198175,0.000629495829,0.0120029375,1.003654
7.2187867,2.55402491,3.00437971,0.00778802112,-0.00847339258,0.998148382
7.20967184,2.90959385,4.41820353,0.0138575062,-0.0130096637,1.00410461
8.45331757,2.45930039,3.6325325,0.00681203976,-0.00489566289,1.00182676
7.23406103,6.31849768,7.55420893,0.00024015829,-0.000232666731,1.00690985
2.64162439,6.04521065,3.72078199,-0.0211308822,0.00933763757,0.996394455
6.61256685,2.16608547,7.37199416,0.00179513916,-0.00272312388,1.01088715
4.46244408,2.98097997,5.18246834,-0.00936780125,-0.0354886912,1.01924121
8.46653346,1.45302942,4.78765949,0.00436417386,-0.00415752828,1.0043
2.3537741,8.67695848,5.47128065,-0.0038311854,0.00534567237,1.00604284
4.55073626,8.5992616,5.61255693,-0.00137910619,0.0100434683,1.00886452
6.19221521,6.10819219,6.04451494,2.87517905e-05,-0.000703888014,0.99559623
6.78562617,3.28310006,6.67808531,0.00390232727,-0.00358490646,1.01393425
6.48140673,2.80833888,4.77640717,0.0141971111,-0.0210933462,1.00836051
1.13952822,2.67217261,7.93420203,-0.00180519,-0.00127177313,1.00763845
5.48567241,8.29472645,3.81657188,0.00202180445,0.0143303387,1.00097513
2.2199557,3.27180996,5.47386133,-0.0110551454,-0.00696458668,1.00973284
6.26695782,2.30198206,5.40910324,0.00701585785,-0.0146395527,1.01159561
2.44013945,7.87556314,4.83987794,-0.00711204857,0.00808895379,1.00561512
3.77125261,4.89983117,6.06323104,0.0369245484,0.00287231803,0.900427997
1.68698918,6.77738094,6.94081605,-0.00422864407,0.00230372511,1.00970173
5.12861321,2.5175318,8.98139379,-0.000148914754,0.00467482582,0.992812634
6.62191875,5.65744333,5.80177892,0.0149114691,0.00554348528,1.01679862
4.98917113,6.08151827,4.5029445,-0.00122883916,0.163980931,0.960500777
5.9820861,4.42454353,3.23460637,0.030006092,-0.0174983963,0.959747016
6.27673659,6.89951678,3.88123133,0.0173280053,0.0255756378,0.994989812
6.17106123,4.26599489,3.01367249,0.022037141,-0.0138662346,0.973004937
3.71279785,2.36018698,3.53770835,-0.00744220614,-0.0153221823,0.997884452
7.5961383,8.45572149,3.48478279,0.00479465723,0.00649994425,1.00164449
4.5229613,6.45489103,6.35056832,0.0049889572,-0.0158983655,0.962802887
4.10714082,2.78743078,7.08804969,-0.000176250935,-0.000719262287,1.00804698
3.10007708,4.90825999,3.56343924,-0.0340291001,-0.00163654238,0.984547019
3.61588214,6.35687546,5.05792835,-0.0327001251,0.032047689,1.01986861
4.65426862,2.37300316,5.05378103,-0.00292491168,-0.0236844793,1.01106274
5.32820574,5.64197246,3.63532772,0.0292503089,0.05602571,0.906174481
3.12881773,3.00210727,3.47875934,-0.012937516,-0.0137780122,0.996223986
2.12433954,2.78386462,6.87057014,-0.00383103266,-0.00317260996,1.01003861
1.14494003,4.11655409,6.52629015,-0.0056842193,-0.00137612596,1.0089221
6.42839235,6.06611834,4.72903767,0.0501314737,0.0371419191,1.01110673
4.60713823,8.64013904,5.62933291,-0.00106840953,0.00980935618,1.0087887
5.29422414,1.90935551,4.59052179,0.00172635913,-0.0178272128,1.00543702
3.25151752,3.18755918,8.445618,0.00269255415,0.00269144587,0.997447729
6.62691418,2.85169694,3.42115508,0.0114204474,-0.0151300505,0.995781124
4.41302418,6.27279811,3.83231048,-0.0258580446,0.0568298735,0.966103017
4.68216788,1.61462591,6.09461111,-0.000824596733,-0.00910582021,1.01083755
8.21450018,4.20438686,4.20082961,0.0151743665,-0.00376514345,1.00288618
1.39735452,6.26626045,4.11968658,-0.0105961412,0.00376680493,1.00293517
4.55977987,8.66849606,3.76345106,-0.0014658384,0.0114705544,1.00164354
2.20545829,7.56379213,5.80856243,-0.00623745471,0.00586300343,1.00870311
5.74929523,2.54444066,6.90665728,0.00134666637,-0.00359475985,1.01253271
7.03579983,7.48423709,4.27757582,0.010712631,0.0129615068,1.00325012
7.04394791,7.47627062,8.48473458,0.000304281712,0.00038395822,1.00758982
8.68320604,7.40524539,5.81752692,0.00557246804,0.00366655551,1.00707901
3.98359156,6.23757501,7.99939544,0.0119787939,-0.0151303448,0.927355707
8.35121988,4.86440418,8.61102651,0.000647090375,7.7188015e-05,1.00762892
6.48438259,7.38097799,3.35101828,0.00917451456,0.0147425644,0.996348381
2.95827419,5.61693695,8.236623,0.00770741329,-0.00274420343,0.981353521
7.95948696,3.86848562,7.11823854,0.00416867062,-0.00143057108,1.01129007
5.18547557,1.50552372,5.34471475,0.00076071918,-0.0119718648,1.0084939
2.83941904,5.73233657,7.14476193,0.0011099875,-0.000812809914,1.00440013
7.81793452,3.1004801,6.63455864,0.00557132438,-0.00346302614,1.01107144
6.07809887,3.34116301,3.41440697,0.0158764794,-0.0245063119,0.986126423
2.66648636,5.43523002,6.74071625,-0.00357383862,0.000442532822,1.01179874
3.28919133,4.81458216,7.20150081,0.0162008218,0.0012529213,0.96002382
3.09939472,5.17393603,6.67331323,0.00472787023,-0.00100121461,0.995757163
3.42253966,3.32002115,3.52015313,-0.017387189,-0.0185227692,0.991837382
5.69884059,1.12303905,7.77329279,0.000710394233,-0.00252504461,1.00886619
5.76137702,8.29140611,6.32773502,0.00181758031,0.00778322667,1.01139724
8.98331139,6.87476131,7.17233787,0.00349025801,0.00165534392,1.00800896
3.77860283,6.04363696,8.66976572,0.0124159753,-0.0111395419,0.923254669
4.29009526,1.71527191,3.41044682,-0.00264294818,-0.0125953779,0.999418497
2.92147144,1.81801951,8.10407366,-0.00108259171,-0.00156651065,1.00875151
5.67364077,3.74364257,3.24160511,0.0155487619,-0.0287228301,0.971049726
3.67218607,7.10296216,8.46093936,0.00182600692,-0.00353371724,0.996714056
4.91085585,2.57194021,3.95677273,-0.00101538748,-0.028126359,0.997139692
3.90007078,6.55770951,6.84878566,0.00369330496,-0.00606219471,0.990955055
8.55918469,3.12898042,6.31459561,0.00576950982,-0.00281554461,1.00840235
8.81928763,7.15958965,3.40585968,0.00673333928,0.00391945615,1.0014168
1.92069822,2.31160576,3.00594945,-0.00601515174,-0.00535849109,1.00017273
3.29625049,7.46211391,3.1889085,-0.00828588009,0.0120611973,0.997118711
5.07103083,7.55610773,5.17176597,0.000727452338,0.0245894324,1.01331806
3.31979558,8.38191805,4.18216781,-0.00509031117,0.0103033688,1.00315011
5.85727727,1.91786401,7.99031224,0.000638186932,-0.00120006315,1.00935304
7.85761255,6.4952625,4.98045328,0.0141238496,0.00745732524,1.0077759
1.01452597,6.60896736,8.29816366,-0.00169049203,0.000755256042,1.00785518
4.0586067,4.85179751,7.74268231,0.0321326852,0.005197566,0.788814604
6.53705992,3.05438517,4.19799145,0.0178986825,-0.0226767585,1.00065041
8.82851843,7.25203777,6.17993114,0.00498342514,0.00301471911,1.00728619
7.82487636,2.45970246,8.61376041,0.00102224201,-0.000611959025,1.00801969
4.84022727,3.72297785,8.59922686,0.00249663368,0.0211197156,0.87361598
1.87040927,3.49500728,7.44051074,-0.00284380838,-0.00142877921,1.00995624
5.38950117,4.74154993,6.04770905,-0.0712290257,0.0474037491,0.408045352
1.92431528,3.14874543,3.28763643,-0.00943682715,-0.00571273267,0.999657512
6.69364085,1.83856395,6.27556631,0.00372650847,-0.00657543167,1.01040554
8.29249007,2.93728679,3.00345989,0.00753954798,-0.00471168011,0.999929011
8.57060003,3.15032682,6.03643256,0.00647662207,-0.00321757793,1.00818861
3.40867806,7.68470128,6.71940253,-0.00326455384,0.0054201223,1.01256692
1.1287052,3.22415712,4.33626602,-0.00800554454,-0.00379099324,1.00356627
3.08153929,5.62219511,8.7380525,0.00947414711,-0.00343083404,0.967196345
4.97763764,7.63299977,7.06515409,-6.29499555e-05,0.00285175815,1.011603
3.14249071,8.94051641,8.87712087,-0.000453513116,0.000912448391,1.00749254
5.63901499,8.93551027,5.46082229,0.00142766535,0.0086158067,1.00724649
3.34576135,1.38876149,7.71680883,-0.00126274675,-0.00243166462,1.00872576
6.11974322,1.55505591,8.82064863,0.000355977565,-0.000621516258,1.00802791
3.56728445,7.78492226,7.08397221,-0.00208818913,0.00394262373,1.01172328
1.67553978,4.37786529,6.85747551,-0.00533569232,-0.00110032782,1.01110315
5.66430639,5.65477755,5.40947312,-0.0234201364,-0.0236327462,0.820254922
3.89496553,5.75394556,7.0020669,0.0266015232,-0.0188173428,0.889554679
3.67551732,6.35264541,7.62814197,0.00825306028,-0.00920274109,0.970849931
5.5076536,2.66549167,4.88380388,0.00684764236,-0.0305320807,1.01113081
1.4301617,5.7376848,5.54548819,-0.0100975968,0.00203302875,1.00841701
7.46371586,7.32853373,4.44626833,0.0110427104,0.0102860555,1.0042541
7.93755537,8.91430431,8.92333961,0.000727694482,0.00114080869,1.006953
3.23433399,4.87371403,6.40415249,0.00508743152,-0.000142235309,0.993155777
3.74091623,3.89853744,7.52683104,0.0140116364,0.0121367089,0.945436001
4.05032242,1.32482086,7.43901228,-0.000814188272,-0.00321934372,1.009359
6.72197763,3.88107507,4.66601812,0.0383244492,-0.0248682387,1.00872219
2.25745966,1.74686339,3.14380681,-0.00487879664,-0.00587260723,1.00067186
2.88089027,6.63834541,4.4982372,-0.0199881904,0.015534699,1.00476193
5.89726363,3.1616052,8.20956861,-0.00424192101,0.00874932297,0.975885928
2.23032358,7.19110591,4.02461581,-0.010369394,0.00827480853,1.00224841
4.8661162,5.66461926,4.43291217,-0.0538504533,0.267843992,0.785039842
1.42019893,5.95679771,7.91024568,-0.00218418986,0.000521192327,1.00908697
5.59784375,4.81537991,3.53196631,0.0478394516,-0.0146194659,0.907152712
3.72158828,7.27605615,6.91945457,-0.00210244209,0.0033541806,1.01270831
1.1041843,7.65940505,4.81724096,-0.00554365665,0.00397941098,1.00454259
1.00738645,6.96652538,7.27024509,-0.0031189695,0.00152974203,1.00782168
3.03020366,1.27728369,5.71921466,-0.00342413038,-0.00651992857,1.00711763
7.70746203,3.70570632,4.6439234,0.0177428015,-0.00842484459,1.00595701
3.17591716,8.04523619,4.44790031,-0.00688607246,0.0115059968,1.00431061
2.41521482,6.74313938,6.61548719,-0.00578100607,0.00380711444,1.0124563
4.06758717,2.35672212,8.77581554,0.00057259202,0.00184473395,1.00221145
4.74371551,5.77338041,6.1708148,0.0246098656,-0.0745885223,0.666355908
2.27729026,1.82099902,4.92870329,-0.00567223877,-0.00675799325,1.00533807
5.54415471,6.75186978,7.03071392,-0.00290325657,-0.0106919818,0.978931725
8.16661294,3.85304305,5.31532752,0.0124908611,-0.00446064025,1.00888026
5.14057,6.74389855,4.26282491,0.00506542996,0.0598771013,0.992389619
7.11644041,4.48884015,8.44008229,-0.00772069022,0.00171690807,0.982079923
1.79814558,8.17516131,4.98403253,-0.00512981787,0.00524134934,1.00500691
5.47410779,2.00490193,3.0851188,0.00209339708,-0.0133237503,0.997053504
6.9946634,7.1426432,4.88625839,0.0139253475,0.0148280635,1.00818789
2.60622646,1.84019646,4.43582544,-0.00612567365,-0.00817715749,1.00400448
4.05993969,5.59634017,7.66271352,0.0268314034,-0.0172228105,0.827866256
5.03147233,3.71414625,7.23237539,-0.000856149942,0.0327194408,0.871732414
2.73173563,1.27023515,6.2851303,-0.00288778171,-0.00473901629,1.00757539
1.54879521,3.42887576,3.9552351,-0.0102296732,-0.00466695987,1.00214362
8.95961379,7.47641083,8.56041104,0.00145217404,0.00108489208,1.00725007
2.75158109,6.77312537,8.60601463,0.000958323479,-0.000903081149,1.00422204
6.37062612,2.24922674,6.24555241,0.00430825725,-0.00831094012,1.01332247
8.89503724,4.64206877,5.68600279,0.00872588903,-0.000706795603,1.00790918
7.04921119,2.87595912,6.55015661,0.00529436022,-0.00528286397,1.01369083
1.05290111,8.1185068,5.53216318,-0.00405286998,0.00323453918,1.00539613
6.38266962,1.06250873,5.08529674,0.00304663554,-0.00815486535,1.00594187
1.58176404,2.77553682,6.14562432,-0.00548150763,-0.00368769839,1.00812149
3.39432116,5.66589801,6.31264262,0.00365684927,-0.0022792425,0.994295061
1.35128111,3.26249153,3.75229109,-0.00858223811,-0.00410644338,1.00183439
8.96513159,3.72280736,6.22736315,0.00607249141,-0.00181537867,1.00798213
4.12306307,7.84599116,7.69393601,-0.000511072576,0.00143067911,1.00954831
6.71261939,1.98157087,6.09598557,0.00453231484,-0.00747797266,1.01069081
1.56614556,6.82823815,6.34175709,-0.00580594689,0.00307773054,1.00910079
5.71308875,7.31096011,4.19793389,0.0091486536,0.0292332303,1.00030529
6.86986659,3.39501093,5.62840515,0.015320152,-0.0131108649,1.01799726
7.9346068,7.76956328,3.48946529,0.00675625354,0.00637570955,1.00126541
4.43772458,6.64087986,3.75435077,-0.0141747929,0.0421577469,0.981285274
8.78277038,5.34735024,6.3303211,0.00696984679,0.000677984208,1.00950134
5.05298744,2.92062442,3.95832659,0.00097233057,-0.0376603492,0.992702603
8.37487728,4.45059979,6.3179549,0.00798445567,-0.00124199688,1.01107049
1.11458364,3.40142249,3.56245512,-0.00787599012,-0.00328479707,1.00155056
6.79226205,7.85250863,7.55623509,0.0016310662,0.00247916207,1.01026285
1.62656916,4.4663733,4.62232636,-0.0143188648,-0.00227713212,1.00515282
8.06705627,3.17096148,6.01736565,0.00780564919,-0.00439596921,1.00980389
5.86917106,3.34607236,8.19638904,-0.00615644827,0.0115726683,0.959736288
4.71367339,8.8945067,3.54744582,-0.000702429563,0.00985844247,1.00120234
3.72233439,6.56614934,4.60159106,-0.0298487209,0.0368187502,1.00654423
1.63153409,5.30444964,5.8068195,-0.0107498281,0.000867366791,1.01027882
6.40110033,4.35807218,6.33588369,-0.0145717524,0.00655533001,0.966215312
1.28976212,5.39337456,3.72690722,-0.0111365467,0.00116958842,1.00132418
6.24100844,5.96083853,4.3884847,0.0625961274,0.0480633005,0.992367983
2.46605018,6.79532596,3.1977902,-0.0112502053,0.00806324184,0.997597992
3.43828497,1.47743971,8.06944601,-0.000861186534,-0.00180791318,1.00882351
8.19570994,6.81709166,6.89465575,0.00458647683,0.00270166993,1.00998509
6.81311294,6.56016445,8.89838606,-0.00392228737,-0.00379829481,0.989091933
3.20064581,4.54842443,5.24919046,-0.0412492864,-0.0103639029,1.02407694
4.8031887,4.13376272,4.28902748,-0.0401591398,-0.176856056,0.897382975
8.37831595,4.93782443,4.15406033,0.0149796233,-0.000202778727,1.00260723
5.59625296,8.48208801,8.29464985,9.65669751e-05,0.00111229159,1.00868082
3.74939618,1.76133801,6.2029477,-0.00298945978,-0.00779186189,1.01059508
8.27611301,1.19512254,5.73765474,0.0034699738,-0.00371251069,1.00580919
8.71419198,6.00010041,8.97771981,0.000760842115,0.000188648701,1.00764394
1.42618686,3.20236384,4.29418362,-0.00911954045,-0.00470637344,1.00340915
5.90451653,3.20926545,8.76330609,-0.00489144772,0.00943050906,0.966432869
4.20802608,7.01151131,3.50287555,-0.0101348422,0.0257696062,0.989910901
3.76108497,8.82071346,6.42672118,-0.00186389685,0.00568671525,1.00870812
4.96534974,2.84406659,3.10767447,-0.000429641455,-0.0213296376,0.988701105
4.78602238,2.47199267,6.86191127,-0.000244118273,-0.00419893488,1.01244986
2.4729034,6.65704041,5.58024498,-0.0121893175,0.00808853842,1.0119853
5.57965896,5.13300921,5.65754079,-0.11352843,-0.02526531,0.428056777
7.09675468,1.17946612,3.94807437,0.00404284894,-0.00711340457,1.00271237
1.57678216,7.57459994,5.09988789,-0.00651235878,0.00500363484,1.00563776
5.82052128,1.34595868,7.38810931,0.000927846879,-0.00338516198,1.0095824
7.748495,2.05793164,8.809674,0.000913631171,-0.000607734546,1.00765812
7.92265177,4.25624657,8.9308038,-0.00108711794,0.000195657834,1.00451779
1.42575449,7.49229712,3.08934895,-0.0060152784,0.00425188616,1.00079799
1.9619544,6.01710766,7.58692281,-0.0024327971,0.00078849867,1.01011491
6.02527492,1.73047354,3.70645522,0.00404318422,-0.0126307793,1.00078702
2.22532972,3.08276439,4.26977637,-0.012186408,-0.0085642226,1.00310171
2.33504972,5.66125514,4.85062135,-0.0225194283,0.00552882999,1.00850928
2.18716985,1.11143296,8.42314273,-0.00100028887,-0.00138375536,1.00726593
5.16354835,4.77475935,6.53247043,-0.0224665888,0.0306899212,0.452911019
6.42570226,3.2148805,6.53141054,0.00351880863,-0.0041125454,1.01395774
8.34289546,8.95318506,6.66521432,0.00236921012,0.00289341435,1.0063678
4.40481877,7.10296533,3.30129415,-0.00648804009,0.0230785981,0.989539325
4.40688218,7.92105045,6.33327657,-0.00197055563,0.00882949308,1.01364625
7.67424325,4.52552276,6.79563537,0.00534491986,-0.000817254186,1.01333892
3.05567064,7.22299689,8.73489435,0.000590361655,-0.000980444252,1.00470448
1.90224219,7.82525084,5.48935443,-0.00579332188,0.00533108413,1.00683713
1.61105185,7.58758551,8.23948171,-0.00165947899,0.00123608857,1.00794649
3.06806186,7.23398876,7.61214082,-0.00129333884,0.00118532404,1.00998318
6.92500465,6.94576004,5.25291786,0.0148768201,0.0149288531,1.01235402
4.02007054,3.27738151,8.1223695,0.00551238656,0.00955890305,0.97115165
6.86007447,4.98005103,3.3273651,0.0296590105,-0.00051156804,0.983580053
5.72721128,7.83864303,4.87193285,0.00501502305,0.0192781724,1.00807858
7.68951415,3.79428677,5.49685499,0.0148309059,-0.00653979182,1.01225805
1.63351183,5.2874513,8.73801112,-0.000437382609,-1.34035945e-05,1.00732887
7.88171107,8.27784844,4.12342148,0.00556392595,0.00636206567,1.00313449
6.75677171,6.36824207,4.20223893,0.0289516672,0.0224726684,0.998769224
4.19645255,6.87145032,8.99901565,0.00347818062,-0.0092728436,0.966567397
2.80989961,4.61035877,3.13927886,-0.020838283,-0.00377687812,0.989559114
6.70555931,3.55411417,7.42313349,-0.00294232368,0.00255234353,0.999056578
