tag,omega_x,omega_y,omega_z,Re_nn,ox,oy,Fx,Fy,Fz,Tx,Ty,Tz,n_queries
hover_zero_spin,0,0,0,0.311069267864,0,0,0.00189165626513,0.00113350725372,1.70018924885,-0.000191262722891,2.13202504541e-05,-0.000773098493903,182
benchmark_spin,0,0.6,0.3,0.311069267864,0.1,0.2,-0.133569698597,0.000667023183155,1.70572332707,-0.00128669229356,-0.202559931017,-0.107624689994,182
handedness_wx,1,0,0,0.311069267864,2.04107799858e-17,0.333333333333,0.000271009006768,0.219053289016,1.70883530393,-0.337573277465,-0.000862414854153,-0.000431439217851,182
spin_y,0,1,0,0.311069267864,0,0.333333333333,-0.219053289016,0.000271009006768,1.70883530393,0.000862414854153,-0.337573277465,-0.000431439217851,182
spin_z,0,0,1,0.311069267864,0.333333333333,0,0.00110427430317,-0.00206185384768,1.72199252982,0.000344393759604,0.000327862161709,-0.357495437569,182
spin_small_y,0,0.1,0,0.311069267864,0,0.0333333333333,-0.020346554888,0.000720461275258,1.70464172308,-0.000411057757626,-0.0332021334464,-8.72662986923e-05,182
spin_mixed,0.3,-0.5,0.2,0.311069267864,0.0666666666667,0.194365063162,0.111418870202,0.0630391885016,1.70568924969,-0.100700836925,0.169215067425,-0.0716874443614,182
spin_max_env,0,2.9,0,0.311069267864,0,0.966666666667,-0.593883085099,-0.00184080840314,1.74694991434,0.000172729695404,-0.989715698349,0.000261843325455,182
